frame,J0_x,J0_y,J0_z,J1_x,J1_y,J1_z,J2_x,J2_y,J2_z,J3_x,J3_y,J3_z,J4_x,J4_y,J4_z,J5_x,J5_y,J5_z,J6_x,J6_y,J6_z,J7_x,J7_y,J7_z,J8_x,J8_y,J8_z,J9_x,J9_y,J9_z,J10_x,J10_y,J10_z,J11_x,J11_y,J11_z,J12_x,J12_y,J12_z,J13_x,J13_y,J13_z,J14_x,J14_y,J14_z,J15_x,J15_y,J15_z,J16_x,J16_y,J16_z,J17_x,J17_y,J17_z,J18_x,J18_y,J18_z,J19_x,J19_y,J19_z,J20_x,J20_y,J20_z,J21_x,J21_y,J21_z,J22_x,J22_y,J22_z,J23_x,J23_y,J23_z,J24_x,J24_y,J24_z
376,0.003294,0.142775,1.036460,-0.006966,0.275706,1.022710,-0.092814,0.260115,0.540738,-0.147263,0.247561,0.062749,0.013218,0.009630,1.048250,-0.045517,0.001847,0.562044,-0.126795,-0.015073,0.088015,-0.074399,0.149680,1.297760,-0.035183,0.155128,1.547310,0.025604,0.151294,1.665810,-0.013302,0.147988,1.773980,-0.062815,0.293660,1.472010,-0.064068,0.375048,1.191200,-0.058665,0.453244,0.947984,-0.039647,0.008913,1.482300,-0.025919,-0.070247,1.201190,0.014390,-0.153680,0.963044,0.013247,0.273638,0.037037,0.086858,0.285877,0.029505,0.032994,-0.009168,0.048807,0.105575,-0.006336,0.030125,-0.091531,0.545845,0.966556,-0.084947,0.463164,0.852011,-0.009958,-0.246862,0.989956,-0.047984,-0.172359,0.841937
377,0.003638,0.142732,1.036390,-0.006549,0.275666,1.022610,-0.092584,0.260114,0.540675,-0.147271,0.247572,0.062713,0.013486,0.009584,1.048210,-0.045481,0.001784,0.562029,-0.126805,-0.015050,0.088005,-0.073920,0.149652,1.297730,-0.034912,0.155140,1.547320,0.025993,0.151238,1.665750,-0.012621,0.148135,1.774030,-0.062692,0.293586,1.471900,-0.063880,0.374911,1.191080,-0.058432,0.453060,0.947850,-0.039053,0.008879,1.482380,-0.024757,-0.070360,1.201320,0.016218,-0.153750,0.963278,0.013245,0.273627,0.037018,0.086859,0.285858,0.029507,0.032986,-0.009168,0.048800,0.105559,-0.006339,0.030086,-0.092153,0.545365,0.966359,-0.084587,0.462761,0.851820,-0.008124,-0.246937,0.990179,-0.045620,-0.172628,0.841928
378,0.003973,0.142642,1.036320,-0.006165,0.275578,1.022530,-0.092338,0.260093,0.540613,-0.147292,0.247570,0.062681,0.013772,0.009492,1.048160,-0.045273,0.001727,0.561986,-0.126770,-0.015088,0.087991,-0.073602,0.149638,1.297650,-0.034851,0.155104,1.547280,0.026216,0.151305,1.665640,-0.012185,0.148251,1.773990,-0.062700,0.293458,1.471720,-0.063334,0.374738,1.190890,-0.057237,0.453066,0.947729,-0.038625,0.008840,1.482330,-0.023472,-0.070511,1.201350,0.018848,-0.153965,0.963562,0.013228,0.273616,0.037001,0.086843,0.285841,0.029487,0.033008,-0.009166,0.048741,0.105593,-0.006331,0.030076,-0.091815,0.545056,0.966229,-0.083120,0.462666,0.851615,-0.005194,-0.247271,0.990321,-0.042262,-0.173114,0.841886
379,0.004346,0.142634,1.036250,-0.005984,0.275557,1.022480,-0.092244,0.260062,0.540585,-0.147271,0.247554,0.062661,0.014338,0.009495,1.048060,-0.045131,0.001687,0.561943,-0.126782,-0.015113,0.087974,-0.073330,0.149508,1.297560,-0.034982,0.155083,1.547250,0.026092,0.151290,1.665600,-0.012109,0.148292,1.774020,-0.062860,0.293384,1.471600,-0.062630,0.374604,1.190750,-0.055531,0.453198,0.947703,-0.038157,0.008811,1.482280,-0.022117,-0.070635,1.201370,0.021641,-0.154251,0.963904,0.013249,0.273614,0.036992,0.086863,0.285846,0.029477,0.033006,-0.009182,0.048765,0.105577,-0.006331,0.030048,-0.091070,0.544827,0.966176,-0.080758,0.462826,0.851418,-0.002281,-0.247609,0.990587,-0.038080,-0.173899,0.841619
380,0.004690,0.142587,1.036180,-0.005882,0.275495,1.022440,-0.092247,0.259989,0.540563,-0.147270,0.247529,0.062637,0.014924,0.009465,1.047970,-0.044823,0.001651,0.561885,-0.126780,-0.015194,0.087970,-0.073113,0.149297,1.297460,-0.035415,0.155101,1.547240,0.025690,0.151270,1.665570,-0.012375,0.148298,1.774050,-0.063206,0.293327,1.471430,-0.062017,0.374272,1.190490,-0.053373,0.453455,0.947691,-0.038104,0.008816,1.482280,-0.020895,-0.070683,1.201460,0.025108,-0.154538,0.964497,0.013242,0.273605,0.036932,0.086862,0.285845,0.029496,0.033008,-0.009188,0.048775,0.105575,-0.006299,0.030047,-0.090032,0.544677,0.965987,-0.077380,0.463181,0.851103,0.001860,-0.248109,0.991030,-0.033155,-0.174902,0.841628
381,0.005059,0.142541,1.036120,-0.005804,0.275430,1.022420,-0.092333,0.259912,0.540573,-0.147232,0.247522,0.062631,0.015584,0.009437,1.047850,-0.044579,0.001606,0.561818,-0.126799,-0.015245,0.087949,-0.073069,0.149062,1.297300,-0.035958,0.155075,1.547160,0.025042,0.151112,1.665540,-0.013018,0.148182,1.774020,-0.063698,0.293223,1.471190,-0.061528,0.373727,1.190130,-0.050943,0.453808,0.947702,-0.038116,0.008685,1.482420,-0.019600,-0.070802,1.201680,0.028918,-0.154793,0.965269,0.013280,0.273630,0.036961,0.086894,0.285884,0.029493,0.032994,-0.009196,0.048776,0.105560,-0.006285,0.030050,-0.088664,0.544664,0.965657,-0.073081,0.463787,0.850695,0.006237,-0.248531,0.991702,-0.027714,-0.175916,0.841766
382,0.005469,0.142461,1.036040,-0.005739,0.275329,1.022410,-0.092378,0.259819,0.540585,-0.147224,0.247513,0.062635,0.016339,0.009379,1.047700,-0.044269,0.001570,0.561721,-0.126810,-0.015272,0.087908,-0.072848,0.148721,1.297170,-0.036618,0.155156,1.547150,0.024184,0.151092,1.665630,-0.013930,0.148197,1.774090,-0.064234,0.293246,1.471030,-0.061045,0.373086,1.189790,-0.048101,0.454301,0.947854,-0.038302,0.008606,1.482760,-0.018954,-0.070733,1.202030,0.033063,-0.155017,0.966470,0.013280,0.273615,0.036904,0.086898,0.285867,0.029471,0.032990,-0.009199,0.048772,0.105557,-0.006275,0.030052,-0.087425,0.544521,0.965569,-0.068385,0.464580,0.850474,0.011284,-0.249053,0.992600,-0.021755,-0.176832,0.842271
383,0.005889,0.142400,1.035950,-0.005609,0.275248,1.022380,-0.092392,0.259727,0.540578,-0.147185,0.247473,0.062620,0.017050,0.009337,1.047560,-0.043939,0.001513,0.561631,-0.126800,-0.015368,0.087875,-0.072460,0.147949,1.297090,-0.037422,0.155307,1.547220,0.023072,0.151119,1.665850,-0.015152,0.148227,1.774270,-0.064669,0.293473,1.471100,-0.060708,0.372325,1.189590,-0.044992,0.454797,0.948245,-0.038430,0.008520,1.483350,-0.018534,-0.070446,1.202560,0.037389,-0.154958,0.967975,0.013315,0.273625,0.036923,0.086927,0.285898,0.029459,0.032995,-0.009211,0.048727,0.105561,-0.006249,0.030009,-0.084578,0.544991,0.965507,-0.063025,0.465593,0.850479,0.016727,-0.249289,0.993953,-0.015480,-0.177765,0.843111
384,0.006272,0.142320,1.035940,-0.005524,0.275150,1.022450,-0.092278,0.259631,0.540642,-0.147173,0.247380,0.062696,0.017734,0.009276,1.047480,-0.043648,0.001458,0.561597,-0.126814,-0.015421,0.087894,-0.072177,0.147198,1.297060,-0.038256,0.155263,1.547320,0.021706,0.151108,1.666230,-0.016708,0.148346,1.774590,-0.064984,0.293569,1.471280,-0.060348,0.371339,1.189480,-0.041523,0.455220,0.948843,-0.038876,0.008241,1.484000,-0.017911,-0.070324,1.203170,0.042262,-0.154669,0.969579,0.013303,0.273588,0.036903,0.086913,0.285887,0.029471,0.032986,-0.009210,0.048778,0.105539,-0.006212,0.030012,-0.082335,0.544841,0.966233,-0.057862,0.466790,0.850868,0.022713,-0.249246,0.995523,-0.008978,-0.178466,0.844222
385,0.006652,0.142064,1.036010,-0.005300,0.274887,1.022590,-0.092060,0.259487,0.540775,-0.147142,0.247303,0.062849,0.018274,0.009028,1.047470,-0.043298,0.001368,0.561615,-0.126800,-0.015455,0.087969,-0.072165,0.146395,1.297030,-0.039139,0.155267,1.547380,0.020156,0.151235,1.666620,-0.018605,0.148626,1.774860,-0.065246,0.293624,1.471210,-0.059225,0.371150,1.189380,-0.037759,0.455818,0.949234,-0.039082,0.008020,1.484580,-0.016175,-0.070397,1.203860,0.047424,-0.154141,0.970962,0.013304,0.273571,0.036926,0.086905,0.285894,0.029448,0.032980,-0.009221,0.048777,0.105528,-0.006216,0.029993,-0.079078,0.545228,0.966517,-0.052108,0.468168,0.851042,0.029470,-0.249052,0.996837,-0.002063,-0.179086,0.845125
386,0.006683,0.141637,1.036040,-0.005445,0.274448,1.022650,-0.091481,0.259339,0.540704,-0.147133,0.247332,0.062840,0.018482,0.008613,1.047470,-0.042802,0.001296,0.561568,-0.126757,-0.015522,0.088002,-0.072506,0.145574,1.296950,-0.040012,0.155240,1.547350,0.018473,0.151209,1.666990,-0.020768,0.148823,1.775060,-0.065678,0.293601,1.471030,-0.057102,0.371965,1.189500,-0.033098,0.457040,0.949740,-0.039266,0.007876,1.484820,-0.014758,-0.070115,1.204120,0.053121,-0.153494,0.972302,0.013314,0.273582,0.036913,0.086915,0.285897,0.029416,0.033017,-0.009230,0.048790,0.105550,-0.006190,0.029956,-0.074514,0.546470,0.966685,-0.046551,0.469438,0.851427,0.035904,-0.248523,0.998244,0.005269,-0.179301,0.846007
387,0.006798,0.141231,1.036120,-0.005353,0.274037,1.022710,-0.090775,0.259227,0.540640,-0.147184,0.247256,0.062864,0.018622,0.008212,1.047570,-0.042193,0.001278,0.561608,-0.126720,-0.015624,0.088147,-0.072943,0.144747,1.296870,-0.040839,0.155116,1.547290,0.016741,0.151214,1.667370,-0.023153,0.149064,1.775210,-0.066419,0.293409,1.470820,-0.054871,0.371789,1.189400,-0.027285,0.457890,0.950391,-0.039325,0.007741,1.484800,-0.013459,-0.069929,1.204130,0.058984,-0.152788,0.973513,0.013252,0.273558,0.036918,0.086848,0.285892,0.029400,0.033005,-0.009253,0.048753,0.105536,-0.006190,0.029915,-0.068860,0.547227,0.967434,-0.040396,0.470546,0.852066,0.042904,-0.248098,0.999154,0.013196,-0.179212,0.846581
388,0.006791,0.140868,1.036160,-0.005448,0.273667,1.022760,-0.090610,0.259064,0.540635,-0.147177,0.247246,0.062873,0.018707,0.007856,1.047590,-0.041719,0.001224,0.561579,-0.126680,-0.015735,0.088198,-0.073515,0.144440,1.296730,-0.041455,0.154945,1.547150,0.015064,0.151121,1.667740,-0.025637,0.149198,1.775280,-0.067288,0.293026,1.470390,-0.053574,0.370755,1.188880,-0.021259,0.458741,0.951154,-0.039125,0.007659,1.484480,-0.012106,-0.069667,1.203820,0.065348,-0.151810,0.974579,0.013258,0.273550,0.036922,0.086852,0.285883,0.029390,0.033027,-0.009267,0.048747,0.105553,-0.006161,0.029897,-0.062993,0.547991,0.968260,-0.033117,0.472055,0.852757,0.049911,-0.247290,0.999982,0.022030,-0.178776,0.846898
389,0.006815,0.140506,1.036200,-0.005485,0.273297,1.022780,-0.090611,0.258859,0.540644,-0.147193,0.247213,0.062880,0.018795,0.007502,1.047670,-0.041535,0.001111,0.561635,-0.126628,-0.015728,0.088273,-0.074457,0.144245,1.296480,-0.042194,0.154962,1.546860,0.013215,0.151116,1.667960,-0.028229,0.149220,1.775220,-0.068092,0.292907,1.469870,-0.052961,0.369901,1.188230,-0.015153,0.459678,0.951996,-0.039268,0.007740,1.484060,-0.010857,-0.069197,1.203440,0.072215,-0.150566,0.975891,0.013236,0.273541,0.036919,0.086828,0.285884,0.029375,0.033063,-0.009264,0.048757,0.105587,-0.006164,0.029899,-0.057249,0.548830,0.968726,-0.024378,0.473819,0.853431,0.059473,-0.246671,1.000420,0.032910,-0.178231,0.847066
390,0.006568,0.140247,1.036200,-0.005832,0.273028,1.022770,-0.090901,0.258675,0.540621,-0.147178,0.247161,0.062818,0.018651,0.007252,1.047670,-0.041414,0.000982,0.561600,-0.126599,-0.015834,0.088254,-0.075390,0.143500,1.296260,-0.043115,0.155002,1.546610,0.011325,0.150953,1.668140,-0.030810,0.149170,1.775130,-0.069073,0.292792,1.469360,-0.052127,0.369257,1.187690,-0.008285,0.460647,0.953115,-0.039753,0.007856,1.483660,-0.009200,-0.068889,1.203200,0.079587,-0.149565,0.977578,0.013250,0.273541,0.036901,0.086841,0.285904,0.029376,0.033091,-0.009268,0.048748,0.105607,-0.006116,0.029868,-0.050626,0.549806,0.969176,-0.014279,0.475580,0.854418,0.063428,-0.245068,1.002440,0.043289,-0.177188,0.847865
391,0.006160,0.140026,1.036230,-0.006390,0.272795,1.022810,-0.091302,0.258475,0.540636,-0.147173,0.247079,0.062783,0.018396,0.007044,1.047680,-0.041577,0.000841,0.561600,-0.126589,-0.015883,0.088220,-0.076429,0.142749,1.296100,-0.044470,0.154932,1.546450,0.009378,0.150838,1.668250,-0.033310,0.149119,1.775020,-0.070343,0.292588,1.468940,-0.050536,0.368616,1.187330,-0.000179,0.461556,0.954685,-0.040160,0.007904,1.483280,-0.007283,-0.068715,1.203060,0.088004,-0.148451,0.979761,0.013251,0.273532,0.036915,0.086835,0.285924,0.029372,0.033100,-0.009279,0.048717,0.105582,-0.006087,0.029715,-0.043043,0.550551,0.970259,-0.003056,0.477441,0.855996,0.071289,-0.244098,1.003680,0.054980,-0.175378,0.849030
392,0.005789,0.139735,1.036250,-0.006942,0.272489,1.022850,-0.091824,0.258208,0.540669,-0.147140,0.246951,0.062747,0.018207,0.006769,1.047690,-0.041811,0.000650,0.561613,-0.126597,-0.015924,0.088187,-0.077354,0.142393,1.295950,-0.045926,0.154709,1.546360,0.007374,0.150721,1.668400,-0.035560,0.149016,1.775070,-0.071775,0.292242,1.468620,-0.048879,0.367809,1.187120,0.009044,0.462480,0.956949,-0.040611,0.007788,1.483020,-0.005948,-0.068775,1.202990,0.097234,-0.147193,0.982760,0.013267,0.273512,0.036887,0.086848,0.285952,0.029403,0.033099,-0.009284,0.048718,0.105578,-0.006070,0.029708,-0.034385,0.551269,0.972126,0.009497,0.479544,0.858417,0.079520,-0.242895,1.005720,0.067725,-0.173338,0.851033
393,0.005309,0.139403,1.036330,-0.007520,0.272147,1.022930,-0.092388,0.257909,0.540744,-0.147113,0.246849,0.062750,0.017828,0.006445,1.047760,-0.042054,0.000485,0.561667,-0.126602,-0.015928,0.088193,-0.078310,0.142387,1.295870,-0.047629,0.154343,1.546390,0.005072,0.150316,1.668690,-0.037829,0.148816,1.775380,-0.073197,0.291824,1.468470,-0.047668,0.367168,1.187130,0.018970,0.463749,0.960133,-0.041443,0.007580,1.482760,-0.004621,-0.068994,1.203010,0.107008,-0.146031,0.986445,0.013279,0.273500,0.036886,0.086853,0.285975,0.029390,0.033096,-0.009283,0.048731,0.105569,-0.006062,0.029697,-0.025181,0.552288,0.974675,0.023191,0.481987,0.861901,0.086974,-0.241517,1.008380,0.081733,-0.171227,0.853657
394,0.004620,0.139304,1.036410,-0.008458,0.272023,1.023000,-0.092969,0.257736,0.540759,-0.147084,0.246754,0.062694,0.017391,0.006371,1.047850,-0.042514,0.000386,0.561758,-0.126614,-0.015957,0.088202,-0.079576,0.141902,1.295770,-0.049534,0.153971,1.546360,0.002801,0.149928,1.668820,-0.040054,0.148579,1.775530,-0.074621,0.291501,1.468370,-0.046293,0.367081,1.187370,0.030129,0.465245,0.964161,-0.042561,0.007340,1.482510,-0.003464,-0.069681,1.203200,0.117263,-0.144908,0.990914,0.013298,0.273498,0.036865,0.086868,0.286013,0.029390,0.033077,-0.009291,0.048714,0.105549,-0.006062,0.029679,-0.014808,0.553507,0.977959,0.038260,0.484667,0.866403,0.094469,-0.240043,1.011640,0.097020,-0.169217,0.857102
395,0.003794,0.139202,1.036540,-0.009514,0.271904,1.023190,-0.093428,0.257602,0.540844,-0.147034,0.246650,0.062720,0.016798,0.006287,1.047920,-0.042561,0.000385,0.561766,-0.126551,-0.015985,0.088191,-0.081019,0.141396,1.295700,-0.051478,0.153578,1.546350,0.000578,0.149370,1.668920,-0.042203,0.148138,1.775660,-0.076095,0.291187,1.468350,-0.044342,0.367383,1.187880,0.042162,0.466849,0.968970,-0.044104,0.007036,1.482340,-0.002184,-0.070579,1.203600,0.128127,-0.143964,0.996399,0.013327,0.273486,0.036855,0.086891,0.286040,0.029394,0.033144,-0.009310,0.048722,0.105607,-0.006070,0.029652,-0.003617,0.554774,0.982142,0.054389,0.487750,0.871946,0.101424,-0.238360,1.015800,0.113100,-0.167389,0.861745
396,0.002837,0.139101,1.036700,-0.010634,0.271789,1.023370,-0.093786,0.257553,0.540889,-0.147028,0.246636,0.062724,0.016008,0.006201,1.048060,-0.042975,0.000380,0.561859,-0.126613,-0.016000,0.088222,-0.082819,0.140988,1.295590,-0.053894,0.153037,1.546310,-0.001798,0.148685,1.668860,-0.044337,0.147507,1.775700,-0.077701,0.290839,1.468400,-0.042281,0.367902,1.188610,0.054924,0.468532,0.974780,-0.045697,0.006636,1.482080,-0.001188,-0.071784,1.203970,0.139730,-0.143151,1.003100,0.013331,0.273480,0.036863,0.086892,0.286036,0.029368,0.033068,-0.009307,0.048699,0.105528,-0.006061,0.029623,0.008131,0.556040,0.987139,0.071688,0.491051,0.878802,0.110767,-0.237161,1.021080,0.130645,-0.166215,0.867857
397,0.001727,0.139111,1.036880,-0.011835,0.271795,1.023600,-0.094178,0.257587,0.540981,-0.147020,0.246649,0.062772,0.014994,0.006216,1.048190,-0.043172,0.000477,0.561887,-0.126552,-0.016064,0.088210,-0.084635,0.140675,1.295530,-0.056419,0.152441,1.546350,-0.004244,0.147976,1.668860,-0.046485,0.146760,1.775820,-0.079405,0.290481,1.468620,-0.040365,0.368802,1.189660,0.068163,0.470269,0.981754,-0.048000,0.006170,1.481860,-0.000621,-0.073496,1.204570,0.151576,-0.142447,1.011230,0.013334,0.273484,0.036868,0.086894,0.286036,0.029359,0.033135,-0.009332,0.048718,0.105583,-0.006057,0.029598,0.020612,0.557473,0.993347,0.089828,0.494651,0.887222,0.120831,-0.236282,1.027040,0.149895,-0.164748,0.875566
398,0.000813,0.139138,1.037040,-0.012714,0.271826,1.023780,-0.094644,0.257590,0.541085,-0.146967,0.246730,0.062817,0.014048,0.006239,1.048340,-0.043293,0.000586,0.561942,-0.126513,-0.016081,0.088241,-0.086075,0.140899,1.295520,-0.059003,0.151837,1.546500,-0.006657,0.147043,1.668930,-0.048627,0.145801,1.775990,-0.081295,0.290119,1.469000,-0.038345,0.369965,1.191050,0.081873,0.472119,0.990023,-0.050436,0.005641,1.481850,0.000281,-0.075382,1.205560,0.163585,-0.142097,1.020680,0.013385,0.273521,0.036851,0.086946,0.286057,0.029331,0.033162,-0.009334,0.048706,0.105603,-0.006052,0.029562,0.033220,0.558837,1.000650,0.108641,0.498494,0.897352,0.138937,-0.237957,1.034940,0.171597,-0.164305,0.885223
399,-0.000129,0.139229,1.037280,-0.013567,0.271926,1.024020,-0.094737,0.257696,0.541195,-0.146950,0.246743,0.062918,0.013021,0.006321,1.048580,-0.043599,0.000715,0.562090,-0.126502,-0.016061,0.088338,-0.087883,0.141051,1.295460,-0.061810,0.151063,1.546590,-0.009125,0.146128,1.668870,-0.050810,0.144722,1.776040,-0.083214,0.289742,1.469540,-0.036242,0.371495,1.192800,0.096066,0.474261,0.999846,-0.053195,0.004851,1.481980,0.001047,-0.077366,1.206710,0.175952,-0.141895,1.031950,0.013392,0.273515,0.036877,0.086950,0.286042,0.029306,0.033155,-0.009321,0.048730,0.105590,-0.006044,0.029561,0.046778,0.560739,1.009450,0.127914,0.502464,0.909346,0.149317,-0.237348,1.045340,0.190500,-0.164864,0.897163
400,-0.001079,0.139357,1.037530,-0.014256,0.272078,1.024250,-0.094785,0.257828,0.541323,-0.146919,0.246782,0.063039,0.011815,0.006425,1.048850,-0.043823,0.000930,0.562244,-0.126447,-0.016041,0.088450,-0.089642,0.140839,1.295440,-0.064918,0.150362,1.546720,-0.011744,0.145075,1.668770,-0.053094,0.143553,1.776070,-0.085208,0.289433,1.470080,-0.034337,0.373455,1.194710,0.110792,0.476042,1.011110,-0.055955,0.004141,1.482180,0.001952,-0.079402,1.208060,0.188337,-0.141775,1.044760,0.013411,0.273520,0.036882,0.086968,0.286035,0.029283,0.033184,-0.009314,0.048734,0.105614,-0.006048,0.029543,0.060728,0.562165,1.019860,0.147688,0.506416,0.923265,0.162730,-0.237561,1.057760,0.210209,-0.165766,0.911143
401,-0.001879,0.139629,1.037740,-0.014871,0.272371,1.024470,-0.094745,0.258045,0.541441,-0.146899,0.246828,0.063163,0.010837,0.006679,1.049030,-0.043875,0.001214,0.562327,-0.126391,-0.016004,0.088522,-0.091378,0.140833,1.295330,-0.067425,0.149673,1.546710,-0.014351,0.144055,1.668790,-0.055406,0.142390,1.776190,-0.087004,0.289049,1.470440,-0.032120,0.375716,1.196660,0.126226,0.478480,1.024430,-0.058413,0.003353,1.482400,0.003378,-0.081700,1.209590,0.200553,-0.141589,1.058490,0.013418,0.273531,0.036893,0.086975,0.286033,0.029271,0.033221,-0.009320,0.048721,0.105651,-0.006081,0.029527,0.075786,0.564496,1.031980,0.167665,0.510266,0.939149,0.170662,-0.236516,1.068250,0.235436,-0.166022,0.927747
402,-0.002733,0.139886,1.037960,-0.015569,0.272646,1.024720,-0.094764,0.258257,0.541579,-0.146893,0.246879,0.063302,0.009830,0.006919,1.049230,-0.043742,0.001515,0.562392,-0.126312,-0.016017,0.088608,-0.092787,0.140774,1.295350,-0.070928,0.149124,1.546940,-0.017199,0.143104,1.668710,-0.057839,0.141259,1.776280,-0.089079,0.288843,1.470950,-0.029739,0.378037,1.198920,0.141280,0.480219,1.038890,-0.061258,0.002736,1.482890,0.005345,-0.084131,1.211790,0.213114,-0.141536,1.074550,0.013410,0.273546,0.036914,0.086963,0.286032,0.029223,0.033277,-0.009307,0.048721,0.105699,-0.006059,0.029498,0.090314,0.566016,1.045310,0.187819,0.513983,0.957072,0.184942,-0.236941,1.084750,0.255268,-0.167700,0.946311
403,-0.003453,0.140125,1.038150,-0.016106,0.272901,1.024900,-0.094676,0.258449,0.541658,-0.146863,0.246926,0.063391,0.008930,0.007142,1.049430,-0.043857,0.001762,0.562507,-0.126280,-0.015983,0.088706,-0.093768,0.140811,1.295450,-0.073920,0.148575,1.547230,-0.019733,0.142279,1.668780,-0.060225,0.140223,1.776400,-0.091364,0.288857,1.472110,-0.027885,0.379996,1.201670,0.154868,0.481418,1.054650,-0.064063,0.002065,1.483480,0.007317,-0.086661,1.214210,0.225236,-0.140937,1.092290,0.013436,0.273539,0.036922,0.086987,0.286001,0.029177,0.033286,-0.009317,0.048722,0.105707,-0.006095,0.029491,0.103579,0.567131,1.059420,0.207653,0.517291,0.977665,0.196973,-0.236330,1.102360,0.275739,-0.169077,0.967534
404,-0.004087,0.140428,1.038330,-0.016702,0.273213,1.025140,-0.094526,0.258650,0.541774,-0.146846,0.246918,0.063526,0.008260,0.007437,1.049550,-0.043987,0.001997,0.562573,-0.126279,-0.015927,0.088757,-0.094907,0.140973,1.295450,-0.076462,0.148180,1.547350,-0.022211,0.141595,1.668860,-0.062552,0.139352,1.776530,-0.093374,0.288807,1.472760,-0.025364,0.382285,1.204220,0.169691,0.482574,1.073100,-0.066524,0.001510,1.483990,0.009906,-0.088352,1.216480,0.236729,-0.140546,1.111000,0.013428,0.273544,0.036922,0.086976,0.286012,0.029154,0.033281,-0.009299,0.048739,0.105695,-0.006093,0.029482,0.117907,0.568050,1.076610,0.226892,0.520225,1.000220,0.208220,-0.235915,1.120600,0.295762,-0.170323,0.990444
405,-0.004665,0.140681,1.038510,-0.017202,0.273476,1.025330,-0.094456,0.258847,0.541884,-0.146840,0.246963,0.063647,0.007607,0.007681,1.049710,-0.044133,0.002201,0.562674,-0.126248,-0.015837,0.088831,-0.095625,0.141165,1.295580,-0.079183,0.147852,1.547640,-0.024437,0.141140,1.668920,-0.064739,0.138669,1.776590,-0.095400,0.288930,1.473740,-0.023391,0.384427,1.206960,0.182908,0.483010,1.092850,-0.068891,0.001013,1.484720,0.012767,-0.089886,1.219110,0.247080,-0.140643,1.130690,0.013428,0.273537,0.036950,0.086973,0.285984,0.029120,0.033295,-0.009294,0.048732,0.105711,-0.006134,0.029471,0.130186,0.567983,1.093100,0.245865,0.522262,1.025810,0.219097,-0.236211,1.139830,0.314884,-0.171554,1.015130
406,-0.005144,0.140986,1.038660,-0.017819,0.273768,1.025490,-0.094406,0.259054,0.541937,-0.146822,0.246999,0.063708,0.007269,0.007999,1.049870,-0.044074,0.002434,0.562792,-0.126189,-0.015787,0.088956,-0.096085,0.141420,1.295750,-0.081776,0.147439,1.547950,-0.026486,0.140757,1.668980,-0.066784,0.138202,1.776660,-0.097431,0.288980,1.474820,-0.021066,0.386454,1.209970,0.195309,0.482949,1.114220,-0.070966,0.000466,1.485430,0.015368,-0.091330,1.221620,0.256711,-0.137893,1.151740,0.013441,0.273545,0.036950,0.086985,0.285980,0.029097,0.033324,-0.009295,0.048728,0.105742,-0.006170,0.029472,0.143129,0.568250,1.113240,0.263050,0.523685,1.052970,0.228090,-0.233173,1.161860,0.332978,-0.172393,1.042650
407,-0.005695,0.141169,1.038850,-0.018417,0.273950,1.025720,-0.094287,0.259181,0.542052,-0.146816,0.246974,0.063839,0.006764,0.008183,1.050010,-0.044264,0.002601,0.562900,-0.126184,-0.015796,0.089037,-0.096480,0.141599,1.295990,-0.084012,0.147198,1.548290,-0.028282,0.140590,1.669130,-0.068666,0.138027,1.776780,-0.099181,0.289167,1.475900,-0.018309,0.388536,1.213100,0.206834,0.482283,1.136810,-0.072667,0.000103,1.486160,0.018267,-0.092747,1.224270,0.264728,-0.137356,1.173620,0.013419,0.273504,0.036903,0.086965,0.285931,0.029063,0.033316,-0.009271,0.048764,0.105720,-0.006126,0.029457,0.155434,0.568038,1.134760,0.279120,0.524297,1.081950,0.236251,-0.232738,1.183180,0.348687,-0.172745,1.070640
408,-0.005824,0.141311,1.038980,-0.018667,0.274083,1.025880,-0.094251,0.259288,0.542167,-0.146779,0.247021,0.063956,0.006753,0.008334,1.050110,-0.044243,0.002726,0.563006,-0.126151,-0.015771,0.089144,-0.096641,0.141908,1.296110,-0.085745,0.147010,1.548500,-0.029830,0.140512,1.669260,-0.070221,0.138009,1.776900,-0.100796,0.289439,1.476990,-0.015104,0.390317,1.216300,0.217266,0.480866,1.160600,-0.073846,-0.000283,1.486940,0.021642,-0.093590,1.226840,0.271864,-0.135535,1.196380,0.013453,0.273545,0.036990,0.086986,0.285968,0.029023,0.033323,-0.009266,0.048766,0.105723,-0.006135,0.029441,0.166947,0.567262,1.158690,0.293421,0.524152,1.112360,0.245676,-0.231402,1.207510,0.363849,-0.171755,1.100810
409,-0.005781,0.141589,1.039050,-0.018865,0.274344,1.026010,-0.094143,0.259406,0.542259,-0.146775,0.246964,0.064063,0.007037,0.008630,1.050120,-0.043982,0.002936,0.563014,-0.126124,-0.015686,0.089198,-0.096339,0.142197,1.296270,-0.087212,0.146843,1.548740,-0.031062,0.140542,1.669400,-0.071549,0.138094,1.777010,-0.102092,0.289681,1.478010,-0.011691,0.392031,1.219500,0.226261,0.478663,1.185270,-0.074833,-0.000599,1.487630,0.024846,-0.094200,1.229220,0.277194,-0.133288,1.219680,0.013415,0.273515,0.036880,0.086960,0.285957,0.029057,0.033339,-0.009260,0.048764,0.105741,-0.006171,0.029441,0.176902,0.565623,1.183950,0.305838,0.523210,1.144240,0.248673,-0.228600,1.229780,0.375199,-0.171977,1.131330
